initial_number_sheep,initial_number_wolves,grass_regrowth_time,sheep_gain_from_food,wolf_gain_from_food,sheep_reproduce,wolf_reproduce,technique,sample_size
242,49,78,20,17,5,9,LHS,10000
46,162,32,11,30,9,6,LHS,10000
141,136,55,21,16,14,5,LHS,10000
113,28,89,32,40,2,15,LHS,10000
180,13,23,38,82,17,12,LHS,10000
218,71,67,36,59,3,17,LHS,10000
35,95,45,16,60,12,13,LHS,10000
198,209,11,28,86,10,17,LHS,10000
179,184,65,20,26,6,18,LHS,10000
161,82,19,26,27,17,19,LHS,10000
24,98,55,43,13,8,20,LHS,10000
42,6,24,2,94,12,20,LHS,10000
222,129,13,47,76,13,1,LHS,10000
94,216,57,46,47,15,3,LHS,10000
8,99,76,36,56,18,19,LHS,10000
214,36,19,35,23,17,19,LHS,10000
125,212,82,5,74,9,1,LHS,10000
3,240,36,35,34,8,10,LHS,10000
26,120,17,33,21,7,18,LHS,10000
30,33,61,9,12,13,19,LHS,10000
138,214,26,38,37,8,7,LHS,10000
229,35,85,0,43,3,14,LHS,10000
234,99,48,15,98,20,11,LHS,10000
156,100,32,16,95,14,4,LHS,10000
22,66,36,17,80,6,11,LHS,10000
172,124,59,10,56,5,19,LHS,10000
86,144,75,20,61,19,0,LHS,10000
143,200,21,47,11,16,5,LHS,10000
57,148,49,23,6,14,11,LHS,10000
172,178,86,33,13,13,16,LHS,10000
159,65,22,3,83,19,9,LHS,10000
90,122,10,49,60,2,15,LHS,10000
31,13,27,46,13,19,15,LHS,10000
6,12,4,10,81,9,14,LHS,10000
91,229,12,24,67,10,8,LHS,10000
236,142,79,39,2,8,7,LHS,10000
247,41,65,0,10,4,17,LHS,10000
208,205,68,28,57,18,13,LHS,10000
142,202,56,41,48,4,16,LHS,10000
125,139,73,7,80,18,3,LHS,10000
215,142,34,24,17,18,1,LHS,10000
221,49,51,26,35,10,8,LHS,10000
228,64,63,39,53,5,4,LHS,10000
144,159,24,20,19,19,17,LHS,10000
135,209,71,4,7,10,8,LHS,10000
4,152,67,11,72,2,6,LHS,10000
213,200,66,15,33,14,5,LHS,10000
227,244,42,29,93,12,11,LHS,10000
125,136,32,12,25,13,13,LHS,10000
115,134,61,3,85,9,10,LHS,10000
211,59,78,8,59,2,17,LHS,10000
186,154,63,49,21,18,20,LHS,10000
148,38,84,29,63,5,9,LHS,10000
167,47,76,27,27,6,3,LHS,10000
173,81,94,43,47,6,12,LHS,10000
215,224,51,42,44,15,18,LHS,10000
155,0,53,34,67,19,17,LHS,10000
108,88,40,25,30,17,8,LHS,10000
166,101,30,31,34,4,3,LHS,10000
103,115,28,25,57,17,18,LHS,10000
139,238,54,0,64,12,14,LHS,10000
171,27,58,6,36,15,6,LHS,10000
134,234,41,22,100,13,10,LHS,10000
101,120,60,21,31,2,18,LHS,10000
83,171,77,44,86,1,8,LHS,10000
14,173,71,30,39,3,16,LHS,10000
75,7,2,8,33,9,14,LHS,10000
102,151,54,46,64,11,7,LHS,10000
21,104,93,26,78,8,2,LHS,10000
156,122,64,22,74,8,11,LHS,10000
97,146,78,33,99,10,3,LHS,10000
147,103,74,17,97,18,12,LHS,10000
158,14,11,48,90,11,6,LHS,10000
192,134,84,33,14,9,5,LHS,10000
192,214,46,28,95,19,7,LHS,10000
73,247,72,42,53,13,8,LHS,10000
222,189,80,32,30,14,18,LHS,10000
154,64,50,22,81,11,3,LHS,10000
211,215,43,11,25,8,18,LHS,10000
231,245,18,32,68,10,9,LHS,10000
128,223,41,34,41,13,7,LHS,10000
188,216,97,3,64,7,1,LHS,10000
102,45,3,8,1,14,11,LHS,10000
23,72,43,27,67,9,18,LHS,10000
131,33,67,36,44,20,13,LHS,10000
133,107,40,8,20,13,3,LHS,10000
41,156,25,43,92,2,4,LHS,10000
17,223,61,19,42,14,1,LHS,10000
105,240,85,22,29,12,15,LHS,10000
232,119,25,38,70,17,1,LHS,10000
129,144,26,28,37,18,3,LHS,10000
65,144,28,34,65,5,15,LHS,10000
187,115,34,4,69,10,13,LHS,10000
30,38,50,13,23,5,18,LHS,10000
103,179,68,29,80,14,18,LHS,10000
10,240,17,30,84,6,2,LHS,10000
2,51,83,21,39,14,10,LHS,10000
87,64,66,28,95,10,17,LHS,10000
98,183,15,16,49,17,4,LHS,10000
6,68,12,47,65,20,1,LHS,10000
77,45,11,30,14,10,3,LHS,10000
74,113,77,8,52,4,0,LHS,10000
160,17,10,36,62,6,14,LHS,10000
126,149,73,44,18,7,3,LHS,10000
209,44,35,7,20,5,4,LHS,10000
140,12,63,26,1,14,12,LHS,10000
46,243,100,10,3,7,11,LHS,10000
182,60,61,39,62,10,6,LHS,10000
248,149,39,2,57,13,15,LHS,10000
183,46,53,32,40,15,0,LHS,10000
179,155,16,39,5,9,13,LHS,10000
222,149,61,26,67,17,13,LHS,10000
33,182,23,0,34,15,6,LHS,10000
58,12,90,16,18,5,1,LHS,10000
158,133,11,34,82,6,1,LHS,10000
77,99,87,34,90,9,18,LHS,10000
63,187,35,3,99,5,13,LHS,10000
232,58,37,3,70,17,19,LHS,10000
126,93,52,14,10,17,7,LHS,10000
13,65,12,34,24,19,3,LHS,10000
78,176,54,13,29,13,2,LHS,10000
9,164,28,23,77,12,10,LHS,10000
226,201,5,14,15,9,9,LHS,10000
121,153,100,41,76,3,19,LHS,10000
172,164,92,40,80,3,15,LHS,10000
191,26,38,40,82,14,2,LHS,10000
70,206,57,10,80,2,17,LHS,10000
190,201,16,7,25,11,17,LHS,10000
59,191,42,4,96,15,6,LHS,10000
15,231,69,1,23,10,5,LHS,10000
6,69,18,0,58,7,9,LHS,10000
108,107,92,18,93,1,6,LHS,10000
68,48,41,17,88,7,5,LHS,10000
203,140,82,39,74,2,4,LHS,10000
157,178,32,20,68,18,6,LHS,10000
124,161,78,22,27,10,7,LHS,10000
116,23,87,26,16,7,16,LHS,10000
113,85,86,26,86,4,18,LHS,10000
8,90,22,15,88,17,12,LHS,10000
117,55,44,49,48,4,18,LHS,10000
10,30,33,5,95,17,15,LHS,10000
40,46,64,19,65,11,18,LHS,10000
159,192,63,29,95,9,16,LHS,10000
170,95,44,5,15,6,8,LHS,10000
3,117,97,17,42,3,2,LHS,10000
87,207,43,37,67,19,10,LHS,10000
154,84,97,40,62,5,8,LHS,10000
144,53,6,7,44,6,14,LHS,10000
180,0,46,20,60,10,12,LHS,10000
125,151,29,5,12,20,8,LHS,10000
172,13,54,2,22,9,0,LHS,10000
103,120,85,49,35,10,12,LHS,10000
101,89,46,31,64,14,20,LHS,10000
86,79,10,23,96,17,0,LHS,10000
218,43,23,49,57,1,2,LHS,10000
30,1,25,6,32,12,16,LHS,10000
49,173,46,43,34,7,19,LHS,10000
225,66,17,20,52,17,2,LHS,10000
135,8,11,46,85,15,14,LHS,10000
158,69,25,46,87,12,20,LHS,10000
245,243,98,3,63,12,13,LHS,10000
101,138,12,20,35,9,18,LHS,10000
120,156,18,28,96,18,15,LHS,10000
165,46,65,23,43,14,13,LHS,10000
194,118,71,46,8,2,1,LHS,10000
37,209,91,47,23,12,3,LHS,10000
112,76,5,8,24,12,2,LHS,10000
231,195,20,44,4,15,12,LHS,10000
243,135,26,3,89,18,17,LHS,10000
152,14,56,26,77,12,7,LHS,10000
19,3,56,23,28,5,15,LHS,10000
232,245,5,30,86,5,14,LHS,10000
176,106,5,25,0,7,19,LHS,10000
49,84,24,6,6,3,3,LHS,10000
110,149,88,48,54,4,8,LHS,10000
190,102,24,48,57,18,9,LHS,10000
128,34,81,2,34,7,4,LHS,10000
240,67,34,43,40,20,8,LHS,10000
5,192,80,17,45,11,1,LHS,10000
29,23,92,20,84,14,19,LHS,10000
101,17,45,4,20,14,10,LHS,10000
71,137,30,43,54,10,19,LHS,10000
222,25,15,41,60,16,6,LHS,10000
37,192,90,38,91,4,19,LHS,10000
153,25,82,48,66,15,1,LHS,10000
235,124,26,21,63,14,16,LHS,10000
89,224,24,46,78,4,9,LHS,10000
14,123,21,45,74,4,13,LHS,10000
170,36,45,1,12,5,16,LHS,10000
238,96,49,45,56,17,12,LHS,10000
182,129,70,48,6,13,19,LHS,10000
172,240,14,21,27,18,13,LHS,10000
140,215,9,42,26,18,12,LHS,10000
25,221,38,44,96,18,2,LHS,10000
175,76,86,8,44,10,12,LHS,10000
168,116,89,40,40,9,10,LHS,10000
12,50,62,10,62,18,13,LHS,10000
94,246,87,20,66,5,2,LHS,10000
148,78,19,11,34,14,5,LHS,10000
146,47,49,36,68,16,2,LHS,10000
159,230,68,46,10,11,8,LHS,10000
247,83,100,9,26,13,10,LHS,10000
203,238,4,36,83,7,6,LHS,10000
191,67,63,15,21,2,0,LHS,10000
153,135,15,18,88,10,13,LHS,10000
184,243,52,18,44,7,5,LHS,10000
201,136,76,20,55,10,10,LHS,10000
128,135,81,2,79,16,5,LHS,10000
112,151,70,49,12,15,5,LHS,10000
48,52,90,43,38,14,2,LHS,10000
118,179,72,23,72,5,8,LHS,10000
82,12,79,17,57,2,7,LHS,10000
116,68,58,26,93,8,13,LHS,10000
215,14,25,29,99,2,10,LHS,10000
97,99,38,10,33,9,15,LHS,10000
145,143,3,32,53,13,3,LHS,10000
248,49,9,1,23,10,18,LHS,10000
72,87,74,23,66,4,16,LHS,10000
85,36,59,15,98,7,16,LHS,10000
184,56,100,16,70,14,14,LHS,10000
154,220,16,23,77,13,5,LHS,10000
214,205,79,48,12,19,16,LHS,10000
25,152,23,12,44,6,1,LHS,10000
168,102,34,3,20,8,2,LHS,10000
36,229,30,49,7,3,19,LHS,10000
182,20,26,34,96,11,7,LHS,10000
167,138,87,18,4,1,6,LHS,10000
193,89,84,37,13,5,13,LHS,10000
94,14,63,33,79,4,7,LHS,10000
129,66,53,7,0,18,17,LHS,10000
247,138,99,27,15,11,4,LHS,10000
224,95,86,5,78,5,4,LHS,10000
97,156,79,10,15,4,5,LHS,10000
163,210,24,47,12,19,0,LHS,10000
191,101,29,45,3,10,9,LHS,10000
7,35,41,45,1,16,8,LHS,10000
165,152,14,22,93,4,11,LHS,10000
209,231,87,18,16,10,10,LHS,10000
90,57,0,34,33,8,14,LHS,10000
170,148,68,16,54,9,2,LHS,10000
67,19,62,9,83,14,11,LHS,10000
194,33,42,12,79,6,3,LHS,10000
215,146,42,42,3,2,16,LHS,10000
203,81,37,37,6,14,9,LHS,10000
224,50,5,31,11,18,9,LHS,10000
15,52,13,5,11,15,13,LHS,10000
17,15,53,2,48,13,5,LHS,10000
244,209,76,10,14,3,18,LHS,10000
146,228,37,3,46,16,4,LHS,10000
239,61,25,18,70,9,3,LHS,10000
170,232,8,33,57,20,13,LHS,10000
114,181,79,36,39,3,7,LHS,10000
61,192,73,15,58,19,2,LHS,10000
63,2,88,1,72,5,15,LHS,10000
248,89,29,13,71,2,8,LHS,10000
24,154,63,42,13,6,19,LHS,10000
177,25,9,10,50,15,1,LHS,10000
180,67,89,2,99,7,15,LHS,10000
122,44,75,26,50,13,13,LHS,10000
30,186,42,10,15,14,8,LHS,10000
196,214,49,38,17,2,16,LHS,10000
106,169,81,28,82,14,0,LHS,10000
21,231,60,41,30,13,12,LHS,10000
61,127,73,18,72,2,3,LHS,10000
182,21,96,1,52,13,2,LHS,10000
24,7,18,39,95,13,20,LHS,10000
201,186,75,12,8,4,1,LHS,10000
136,106,95,31,1,10,11,LHS,10000
10,157,27,50,57,7,8,LHS,10000
249,47,16,34,32,4,12,LHS,10000
97,210,69,11,89,13,18,LHS,10000
161,153,29,5,90,6,10,LHS,10000
201,118,7,44,80,16,0,LHS,10000
126,115,54,34,28,5,6,LHS,10000
241,116,84,24,44,3,1,LHS,10000
92,35,78,21,26,13,1,LHS,10000
2,95,45,48,99,14,9,LHS,10000
21,202,83,3,62,20,15,LHS,10000
69,150,21,3,82,2,16,LHS,10000
222,40,24,9,78,15,19,LHS,10000
163,226,34,18,91,4,5,LHS,10000
101,121,3,6,42,4,5,LHS,10000
45,207,96,39,38,11,19,LHS,10000
95,7,36,25,75,19,17,LHS,10000
104,220,68,11,62,1,11,LHS,10000
113,186,59,35,55,14,2,LHS,10000
47,33,5,20,62,4,14,LHS,10000
136,209,35,25,6,14,15,LHS,10000
43,95,12,30,75,13,2,LHS,10000
203,158,29,34,45,16,16,LHS,10000
134,125,57,2,22,4,7,LHS,10000
219,131,89,17,28,13,12,LHS,10000
102,240,5,5,72,3,6,LHS,10000
72,27,73,6,32,8,2,LHS,10000
96,228,75,17,70,14,12,LHS,10000
102,146,47,29,94,4,9,LHS,10000
144,100,81,3,23,9,12,LHS,10000
77,249,93,6,7,3,3,LHS,10000
5,2,20,32,95,9,7,LHS,10000
213,83,15,28,92,16,17,LHS,10000
244,97,39,48,26,9,15,LHS,10000
107,105,7,1,82,5,16,LHS,10000
79,160,37,2,29,7,7,LHS,10000
204,14,36,41,49,17,19,LHS,10000
169,70,61,31,90,15,15,LHS,10000
249,13,77,42,11,14,19,LHS,10000
92,226,83,39,93,2,20,LHS,10000
242,141,86,17,33,1,6,LHS,10000
243,231,97,28,32,1,10,LHS,10000
172,243,98,32,61,17,3,LHS,10000
44,143,66,14,71,16,9,LHS,10000
142,230,24,5,87,9,16,LHS,10000
9,8,60,37,21,11,13,LHS,10000
142,243,15,19,98,15,6,LHS,10000
44,90,38,43,1,13,10,LHS,10000
67,116,35,5,31,4,2,LHS,10000
113,235,85,11,52,3,8,LHS,10000
17,84,35,31,92,6,4,LHS,10000
78,49,68,6,13,11,17,LHS,10000
196,235,73,25,71,19,17,LHS,10000
7,113,2,12,93,15,8,LHS,10000
26,58,30,9,20,16,1,LHS,10000
127,56,21,12,71,20,18,LHS,10000
190,96,5,3,72,6,2,LHS,10000
119,154,16,40,54,6,8,LHS,10000
140,51,75,7,69,12,18,LHS,10000
100,36,94,24,51,14,11,LHS,10000
120,203,56,28,20,2,1,LHS,10000
59,226,78,37,17,6,20,LHS,10000
167,81,20,49,99,8,18,LHS,10000
69,83,79,25,73,3,3,LHS,10000
120,199,91,23,91,14,8,LHS,10000
101,232,77,12,29,15,17,LHS,10000
2,89,66,11,79,6,8,LHS,10000
101,119,33,24,32,18,15,LHS,10000
142,24,64,19,95,14,15,LHS,10000
92,54,26,14,17,2,17,LHS,10000
50,42,68,31,92,10,11,LHS,10000
152,94,38,38,48,2,9,LHS,10000
95,114,70,16,57,3,14,LHS,10000
198,47,59,13,62,5,10,LHS,10000
32,18,28,12,78,8,15,LHS,10000
170,103,90,5,44,14,2,LHS,10000
203,228,70,17,88,3,7,LHS,10000
92,212,36,31,86,1,16,LHS,10000
76,149,40,31,17,19,8,LHS,10000
84,142,57,4,61,10,2,LHS,10000
101,201,12,27,37,19,0,LHS,10000
130,166,0,18,56,4,11,LHS,10000
229,143,23,34,28,3,8,LHS,10000
214,102,91,41,28,14,7,LHS,10000
57,6,27,39,63,4,3,LHS,10000
191,139,100,32,84,20,4,LHS,10000
133,15,68,34,30,12,19,LHS,10000
120,54,56,33,14,14,2,LHS,10000
1,132,48,27,35,6,3,LHS,10000
200,109,89,11,56,14,8,LHS,10000
181,17,78,11,12,3,8,LHS,10000
44,214,84,34,73,13,14,LHS,10000
83,116,96,45,68,3,4,LHS,10000
101,72,69,18,54,6,19,LHS,10000
89,145,93,7,37,6,13,LHS,10000
186,188,9,47,99,8,9,LHS,10000
35,181,83,42,92,14,2,LHS,10000
16,90,17,31,43,10,5,LHS,10000
220,238,66,2,14,17,12,LHS,10000
81,224,64,40,42,17,12,LHS,10000
59,234,87,38,40,3,4,LHS,10000
170,249,28,45,36,15,6,LHS,10000
198,168,22,28,32,5,16,LHS,10000
139,46,45,15,3,17,18,LHS,10000
48,182,86,6,22,13,16,LHS,10000
118,147,71,35,24,13,17,LHS,10000
103,159,5,7,47,13,19,LHS,10000
241,118,98,23,79,17,13,LHS,10000
15,205,21,38,97,11,14,LHS,10000
106,83,88,18,17,2,16,LHS,10000
116,73,12,12,92,20,8,LHS,10000
176,79,60,1,55,6,9,LHS,10000
92,143,54,6,84,19,7,LHS,10000
42,214,62,8,8,4,0,LHS,10000
92,129,59,14,58,19,12,LHS,10000
218,215,58,4,92,16,2,LHS,10000
247,91,22,13,40,7,17,LHS,10000
230,14,12,4,55,9,1,LHS,10000
141,152,10,37,9,13,2,LHS,10000
225,128,97,12,22,10,17,LHS,10000
238,20,18,41,98,4,18,LHS,10000
97,170,39,29,33,7,12,LHS,10000
208,176,66,46,75,15,1,LHS,10000
190,225,16,6,89,2,12,LHS,10000
65,116,62,21,65,13,4,LHS,10000
23,66,65,4,79,6,1,LHS,10000
33,58,0,7,7,1,15,LHS,10000
35,0,100,15,26,19,0,LHS,10000
99,182,54,46,93,5,19,LHS,10000
237,190,83,34,28,8,8,LHS,10000
233,239,67,30,69,17,16,LHS,10000
230,176,90,27,86,11,5,LHS,10000
23,231,99,13,26,10,12,LHS,10000
90,148,0,47,27,4,5,LHS,10000
115,110,42,49,69,20,3,LHS,10000
141,212,45,35,28,5,15,LHS,10000
113,66,21,20,7,7,8,LHS,10000
149,193,80,50,63,10,3,LHS,10000
227,108,98,21,29,9,9,LHS,10000
14,111,85,35,99,4,2,LHS,10000
87,80,57,5,23,12,14,LHS,10000
210,101,41,15,62,17,9,LHS,10000
207,16,76,31,4,7,5,LHS,10000
190,117,29,30,5,6,5,LHS,10000
193,219,31,4,59,13,12,LHS,10000
69,143,36,11,72,3,5,LHS,10000
129,14,18,43,94,3,3,LHS,10000
65,24,69,45,70,11,14,LHS,10000
172,125,10,47,52,8,2,LHS,10000
54,7,73,38,100,13,4,LHS,10000
56,185,2,46,50,8,12,LHS,10000
107,246,93,22,7,4,19,LHS,10000
87,117,43,43,25,8,14,LHS,10000
64,61,18,17,45,1,20,LHS,10000
110,204,38,47,21,19,4,LHS,10000
113,208,40,26,72,11,13,LHS,10000
138,128,92,47,36,15,4,LHS,10000
216,122,58,23,12,1,2,LHS,10000
106,148,41,5,62,15,5,LHS,10000
221,28,90,19,85,11,19,LHS,10000
148,29,61,43,90,20,13,LHS,10000
53,150,74,14,35,10,12,LHS,10000
103,190,38,49,36,3,16,LHS,10000
142,92,22,34,91,16,19,LHS,10000
144,10,40,12,32,8,3,LHS,10000
224,227,32,29,38,5,8,LHS,10000
186,15,21,21,75,16,11,LHS,10000
114,101,66,38,37,13,11,LHS,10000
148,20,42,19,16,19,17,LHS,10000
22,119,73,37,60,10,3,LHS,10000
238,227,0,43,45,2,17,LHS,10000
220,79,0,13,9,8,1,LHS,10000
19,175,82,2,49,19,2,LHS,10000
4,23,45,34,99,11,8,LHS,10000
76,178,16,48,23,2,9,LHS,10000
116,202,6,11,71,16,6,LHS,10000
203,45,92,25,90,6,19,LHS,10000
188,185,22,41,49,17,9,LHS,10000
8,114,82,12,93,7,5,LHS,10000
18,237,75,44,35,14,6,LHS,10000
206,48,89,40,19,16,14,LHS,10000
180,135,83,12,57,13,1,LHS,10000
53,228,61,11,18,6,6,LHS,10000
224,110,93,36,84,17,16,LHS,10000
130,189,30,10,69,3,3,LHS,10000
146,65,7,46,53,20,18,LHS,10000
96,148,44,40,22,11,5,LHS,10000
225,178,78,46,24,15,4,LHS,10000
164,190,2,40,77,5,8,LHS,10000
69,182,2,26,92,8,12,LHS,10000
214,125,92,34,26,3,2,LHS,10000
192,75,26,23,95,19,5,LHS,10000
247,151,83,20,83,8,14,LHS,10000
49,230,22,1,28,20,8,LHS,10000
169,221,87,43,80,2,10,LHS,10000
103,218,13,11,7,18,1,LHS,10000
145,216,89,14,0,1,8,LHS,10000
129,231,60,41,30,1,19,LHS,10000
31,35,19,38,27,7,14,LHS,10000
214,162,33,31,94,12,11,LHS,10000
74,224,45,45,83,18,13,LHS,10000
55,228,60,45,70,10,17,LHS,10000
167,175,37,7,39,10,13,LHS,10000
47,88,10,23,44,7,0,LHS,10000
80,7,37,43,94,6,8,LHS,10000
134,55,22,49,40,13,18,LHS,10000
200,151,44,46,45,13,16,LHS,10000
215,18,36,21,55,7,7,LHS,10000
206,65,97,38,83,9,0,LHS,10000
43,196,57,8,95,3,3,LHS,10000
12,198,83,1,7,16,9,LHS,10000
217,103,43,32,47,14,12,LHS,10000
35,172,47,38,17,7,6,LHS,10000
149,233,13,44,31,16,3,LHS,10000
115,4,7,34,70,16,9,LHS,10000
73,12,93,41,98,8,10,LHS,10000
236,87,82,41,83,15,3,LHS,10000
175,235,87,33,17,16,7,LHS,10000
25,13,50,30,87,19,2,LHS,10000
24,167,6,44,61,18,6,LHS,10000
114,220,39,19,13,10,5,LHS,10000
24,241,82,43,95,2,19,LHS,10000
32,161,84,1,96,7,3,LHS,10000
97,97,33,30,72,2,3,LHS,10000
174,160,57,3,11,17,13,LHS,10000
230,223,26,17,15,9,0,LHS,10000
80,8,4,49,22,16,2,LHS,10000
241,222,56,24,11,4,14,LHS,10000
204,227,62,30,16,7,5,LHS,10000
46,11,98,27,77,16,20,LHS,10000
109,32,41,40,39,19,19,LHS,10000
93,227,23,17,70,3,12,LHS,10000
126,171,42,39,49,1,10,LHS,10000
162,77,18,47,28,16,7,LHS,10000
93,166,25,32,87,13,15,LHS,10000
174,192,2,38,95,16,16,LHS,10000
178,41,70,11,85,19,5,LHS,10000
65,181,26,9,76,1,14,LHS,10000
124,1,61,32,66,2,3,LHS,10000
109,53,77,49,54,1,16,LHS,10000
195,169,86,23,77,12,15,LHS,10000
69,158,36,1,33,14,18,LHS,10000
144,215,11,34,94,19,4,LHS,10000
17,31,48,41,32,16,17,LHS,10000
199,33,52,36,74,15,20,LHS,10000
189,180,46,21,46,12,4,LHS,10000
10,71,71,44,35,16,2,LHS,10000
92,178,84,28,41,11,6,LHS,10000
152,109,39,44,17,3,14,LHS,10000
174,1,79,5,58,11,2,LHS,10000
179,141,83,31,33,10,17,LHS,10000
155,35,71,37,96,4,9,LHS,10000
130,134,91,2,41,16,11,LHS,10000
234,130,29,49,64,18,12,LHS,10000
210,217,48,11,20,13,10,LHS,10000
62,177,54,8,78,3,4,LHS,10000
81,33,17,24,14,6,5,LHS,10000
141,65,24,1,37,15,5,LHS,10000
101,40,78,1,70,3,9,LHS,10000
134,16,47,8,49,18,5,LHS,10000
202,18,40,1,52,4,7,LHS,10000
219,209,76,42,85,3,1,LHS,10000
94,57,52,25,41,5,10,LHS,10000
137,221,97,43,15,17,17,LHS,10000
133,131,22,21,63,13,16,LHS,10000
47,128,76,7,78,6,6,LHS,10000
66,92,58,44,58,10,0,LHS,10000
194,33,73,7,3,9,0,LHS,10000
80,36,34,49,61,5,14,LHS,10000
174,32,54,28,58,11,8,LHS,10000
44,212,2,26,45,1,5,LHS,10000
197,6,64,26,92,18,0,LHS,10000
36,196,49,32,95,15,9,LHS,10000
66,94,65,48,42,10,19,LHS,10000
119,151,100,15,87,4,15,LHS,10000
119,27,42,21,22,11,17,LHS,10000
73,112,24,2,55,7,3,LHS,10000
10,131,22,28,27,14,6,LHS,10000
35,7,90,15,62,6,13,LHS,10000
40,171,64,37,83,18,15,LHS,10000
124,141,66,3,98,12,9,LHS,10000
182,47,89,27,10,3,0,LHS,10000
131,153,40,42,97,12,11,LHS,10000
190,159,37,31,100,13,8,LHS,10000
176,246,2,8,22,20,1,LHS,10000
78,235,85,6,27,11,5,LHS,10000
98,95,55,39,24,7,13,LHS,10000
2,196,6,3,39,10,1,LHS,10000
223,144,88,46,74,10,17,LHS,10000
2,139,25,29,12,2,10,LHS,10000
146,168,24,29,65,11,6,LHS,10000
154,122,13,46,73,15,13,LHS,10000
47,61,85,2,57,17,13,LHS,10000
141,47,79,9,20,18,11,LHS,10000
248,71,88,40,16,9,19,LHS,10000
205,127,84,3,13,17,15,LHS,10000
14,241,17,23,13,7,4,LHS,10000
192,126,18,20,53,18,17,LHS,10000
37,203,15,42,26,17,10,LHS,10000
43,140,72,23,35,10,0,LHS,10000
24,203,62,20,40,5,9,LHS,10000
151,53,12,36,23,13,8,LHS,10000
78,44,39,27,29,3,20,LHS,10000
159,94,58,10,93,11,1,LHS,10000
54,56,6,22,75,16,5,LHS,10000
132,135,67,3,84,14,16,LHS,10000
220,194,71,11,76,13,1,LHS,10000
42,36,76,16,67,9,17,LHS,10000
249,55,2,2,61,3,11,LHS,10000
135,180,22,32,61,8,5,LHS,10000
133,181,54,10,78,10,9,LHS,10000
197,27,56,19,81,11,1,LHS,10000
66,240,30,2,15,7,19,LHS,10000
216,136,48,32,18,19,1,LHS,10000
229,8,19,24,87,6,15,LHS,10000
205,75,41,17,22,16,13,LHS,10000
118,17,88,43,16,20,6,LHS,10000
74,233,52,36,44,3,10,LHS,10000
174,71,64,2,77,15,5,LHS,10000
29,147,99,49,22,18,6,LHS,10000
64,127,6,4,18,9,12,LHS,10000
95,127,17,7,66,11,18,LHS,10000
20,150,52,8,21,4,13,LHS,10000
224,156,10,16,57,10,15,LHS,10000
128,189,52,0,21,8,8,LHS,10000
82,57,27,26,93,17,9,LHS,10000
138,238,81,12,57,19,9,LHS,10000
210,97,64,22,5,6,11,LHS,10000
164,205,77,22,16,5,16,LHS,10000
236,145,53,23,40,2,13,LHS,10000
131,71,49,41,54,17,10,LHS,10000
143,32,21,44,27,7,15,LHS,10000
230,182,39,28,73,18,9,LHS,10000
153,192,17,3,70,18,13,LHS,10000
173,206,44,23,92,5,8,LHS,10000
140,3,53,33,37,15,10,LHS,10000
150,137,0,9,80,18,16,LHS,10000
146,16,18,19,54,11,5,LHS,10000
178,176,34,17,76,13,18,LHS,10000
124,220,96,30,43,16,8,LHS,10000
180,77,97,8,51,12,0,LHS,10000
219,62,2,31,39,2,17,LHS,10000
83,48,16,18,66,4,14,LHS,10000
149,95,42,20,35,10,12,LHS,10000
93,200,70,36,42,13,14,LHS,10000
213,104,89,39,12,12,8,LHS,10000
39,69,30,3,65,11,9,LHS,10000
82,113,46,7,75,15,5,LHS,10000
138,233,56,34,33,7,9,LHS,10000
202,47,69,5,23,11,0,LHS,10000
195,14,62,11,65,16,19,LHS,10000
102,155,30,1,7,5,2,LHS,10000
145,62,12,34,15,8,13,LHS,10000
143,152,15,47,42,3,2,LHS,10000
39,63,82,29,42,1,4,LHS,10000
194,20,95,3,15,1,3,LHS,10000
237,222,70,10,46,7,17,LHS,10000
9,186,44,33,73,15,17,LHS,10000
71,33,12,15,91,4,4,LHS,10000
239,1,99,42,44,12,11,LHS,10000
193,243,5,38,33,2,15,LHS,10000
134,80,98,8,13,1,14,LHS,10000
204,76,54,17,11,15,19,LHS,10000
130,215,39,28,35,18,8,LHS,10000
57,170,37,46,18,16,5,LHS,10000
16,75,13,10,9,5,8,LHS,10000
8,130,91,28,5,3,11,LHS,10000
188,211,25,27,86,20,1,LHS,10000
30,28,48,42,10,12,12,LHS,10000
120,236,73,24,7,3,16,LHS,10000
152,9,43,4,70,9,3,LHS,10000
66,137,16,16,33,18,4,LHS,10000
158,53,61,15,9,18,7,LHS,10000
40,68,71,44,75,7,3,LHS,10000
156,224,42,22,84,1,17,LHS,10000
126,176,34,3,61,19,6,LHS,10000
16,76,64,43,45,10,0,LHS,10000
90,213,68,28,47,8,16,LHS,10000
53,200,92,35,38,9,7,LHS,10000
53,53,23,14,52,13,13,LHS,10000
56,42,22,32,48,2,4,LHS,10000
215,98,8,23,8,19,4,LHS,10000
47,165,6,17,72,6,14,LHS,10000
22,104,58,46,30,14,2,LHS,10000
236,224,6,26,18,6,11,LHS,10000
216,30,85,30,40,17,12,LHS,10000
180,235,94,4,43,16,15,LHS,10000
46,221,37,1,13,6,8,LHS,10000
207,167,2,42,96,2,1,LHS,10000
113,188,14,9,14,2,12,LHS,10000
4,153,14,0,22,14,6,LHS,10000
40,63,47,24,90,2,13,LHS,10000
45,247,46,0,99,7,19,LHS,10000
242,114,51,25,2,11,16,LHS,10000
74,141,27,42,5,15,2,LHS,10000
133,124,20,47,43,1,8,LHS,10000
