initial_number_sheep,initial_number_wolves,grass_regrowth_time,sheep_gain_from_food,wolf_gain_from_food,sheep_reproduce,wolf_reproduce
19,13,42,19,90,12,17
56,120,4,26,9,9,20
112,118,99,20,72,9,13
24,214,72,17,19,7,20
47,75,40,46,49,8,1
134,54,37,30,41,13,4
15,110,86,22,65,5,5
44,145,18,39,75,3,19
158,151,89,39,70,12,11
134,42,6,43,53,7,3
212,220,43,16,5,9,16
226,135,65,44,33,3,3
202,72,6,14,21,12,11
93,241,1,11,61,8,13
81,241,21,23,17,10,9
192,179,4,47,49,7,9
200,22,93,20,5,20,0
144,38,54,15,26,5,9
217,190,62,22,52,7,10
33,37,87,20,74,5,18
58,156,44,41,6,10,11
174,221,55,40,49,15,11
240,0,3,26,70,12,5
195,209,62,12,8,4,14
162,249,74,42,26,16,12
179,95,2,15,2,17,18
218,224,21,20,51,6,15
48,2,81,23,56,7,10
136,75,49,49,57,2,18
100,90,82,11,4,19,5
24,50,42,16,69,16,4
194,145,61,16,4,11,11
192,18,27,28,64,6,0
145,195,89,6,65,1,1
7,5,55,5,96,17,15
1,226,100,36,55,12,8
186,222,52,39,10,4,5
106,69,53,14,79,5,5
212,88,30,0,43,17,13
37,35,94,23,75,18,18
250,156,2,47,94,13,10
46,206,82,45,42,5,3
0,117,57,13,24,5,14
198,141,81,22,8,1,4
238,32,56,31,51,18,6
14,97,27,6,79,6,11
250,125,2,24,65,17,7
148,131,87,25,40,4,6
227,6,7,44,39,7,20
155,246,93,12,81,12,7
42,165,97,50,72,20,10
130,235,25,8,14,19,10
166,164,36,36,90,6,15
190,154,39,10,55,9,6
34,225,44,4,61,7,5
64,119,12,44,17,16,9
179,230,64,20,75,13,5
230,69,30,31,2,13,13
14,33,22,12,24,15,6
130,149,54,21,17,10,2
89,167,87,22,66,19,9
187,233,3,7,62,5,8
15,51,41,0,47,11,4
164,194,86,6,71,3,14
131,217,39,50,54,17,8
110,136,7,15,14,17,15
48,108,86,26,11,13,15
2,2,62,9,55,8,2
171,247,28,0,69,11,15
65,57,51,47,68,17,8
241,108,25,36,41,18,9
59,194,26,1,51,19,1
240,64,38,20,53,8,19
125,20,4,0,86,4,19
135,221,18,50,78,13,18
208,249,97,2,93,8,13
54,153,80,42,36,9,7
189,197,36,38,91,12,4
33,118,54,5,76,5,8
131,83,9,10,48,1,9
220,168,8,30,23,16,11
21,88,0,13,67,20,16
170,241,75,25,45,14,11
17,126,18,9,66,15,12
67,69,75,29,92,18,0
75,169,89,31,62,11,7
180,179,49,35,56,4,19
29,194,87,7,46,3,6
128,164,94,24,91,10,20
19,210,33,45,11,9,2
70,56,16,24,70,19,10
106,181,77,37,81,1,11
140,147,71,43,36,9,8
111,71,35,7,14,7,8
56,63,49,24,42,10,14
49,37,91,34,1,20,11
93,60,80,44,84,17,6
45,214,60,50,40,4,15
91,48,31,44,54,3,10
60,11,50,11,17,14,11
230,200,17,5,79,18,6
210,102,61,40,60,14,3
33,220,52,5,89,5,1
202,118,14,4,20,16,12
4,94,2,49,45,3,7
32,24,100,26,78,13,19
209,238,71,45,73,18,9
37,59,79,34,22,15,2
23,117,37,11,3,13,4
109,112,85,18,90,14,3
90,235,14,38,70,6,7
144,32,45,26,14,19,16
5,1,8,33,14,17,1
73,173,42,49,68,4,14
91,114,83,22,25,7,6
114,239,22,9,44,15,7
176,135,66,9,24,12,18
109,134,21,44,46,4,8
162,164,92,19,49,5,0
84,8,44,45,100,9,12
49,83,95,1,45,6,16
219,153,14,28,79,10,19
86,84,66,0,56,20,13
142,217,56,41,64,1,7
187,209,49,18,81,8,15
40,121,18,39,53,2,15
143,3,55,45,75,20,7
77,128,66,42,21,4,13
231,133,79,26,45,11,0
81,147,27,4,89,10,13
153,199,3,44,4,16,15
135,216,38,36,95,13,8
57,170,98,45,92,3,16
137,91,35,34,27,19,19
162,115,70,31,25,6,17
105,83,63,0,33,19,2
152,112,65,50,50,11,15
243,237,33,16,95,19,17
19,88,59,30,40,1,7
111,140,24,13,61,11,18
144,197,60,31,74,7,19
155,90,34,8,2,12,11
230,146,28,34,5,2,8
2,175,33,29,46,17,15
236,46,82,24,78,18,11
114,189,54,7,9,16,4
21,47,57,20,31,12,20
9,114,5,36,43,6,10
144,159,82,44,24,17,18
222,174,13,2,85,2,13
12,159,50,22,92,10,18
138,49,45,20,72,7,5
123,174,60,23,8,19,18
136,81,21,13,20,8,1
232,74,91,42,13,4,4
114,228,11,38,88,18,9
209,100,83,36,80,16,8
215,58,26,38,63,17,3
204,23,57,24,5,1,12
60,76,42,42,72,15,18
137,5,24,5,47,10,11
147,201,32,16,75,8,4
26,223,0,28,99,7,15
114,183,64,43,0,9,2
128,222,94,19,9,13,8
95,52,66,2,70,12,14
11,96,17,45,62,1,6
91,182,79,5,53,9,4
152,209,60,17,10,17,5
16,144,66,28,44,6,20
190,207,97,30,47,20,19
68,142,70,18,38,14,7
75,69,70,26,68,3,4
209,61,73,34,56,13,16
137,228,19,41,33,17,5
12,145,67,3,27,5,20
108,92,49,12,35,10,1
80,135,97,31,50,6,8
43,24,32,0,30,19,7
182,23,74,27,19,18,17
44,188,90,39,75,5,10
157,63,43,36,14,9,17
77,177,75,9,74,4,20
211,208,5,38,89,12,0
242,161,15,38,38,14,19
29,41,99,22,77,11,9
246,122,78,34,46,12,7
220,204,82,41,41,10,17
102,11,66,18,18,4,15
224,242,77,45,9,8,20
131,126,1,49,63,8,3
40,171,82,2,48,6,18
112,146,17,17,35,12,13
104,126,38,33,54,6,6
211,40,70,11,75,3,18
228,112,62,20,21,8,9
150,18,89,22,37,16,4
96,131,64,0,63,20,13
0,242,29,9,39,17,3
99,227,36,42,4,2,6
161,152,15,16,64,20,12
116,120,5,46,78,5,17
80,18,11,44,14,20,8
192,21,27,43,28,10,9
54,26,48,45,36,12,11
35,27,26,26,7,7,15
143,54,75,43,33,15,7
241,108,76,47,38,17,18
64,227,98,10,27,17,16
150,163,66,1,34,20,7
25,231,22,38,95,11,18
2,76,74,9,100,8,10
7,0,14,49,79,2,11
244,103,18,24,22,2,13
65,225,1,34,22,9,12
148,225,46,39,37,16,13
1,81,81,7,12,2,3
85,64,44,20,46,5,19
110,217,45,9,2,3,15
43,246,65,29,27,8,9
248,180,57,48,67,11,6
192,178,48,34,53,7,9
37,145,11,18,25,15,17
239,26,47,39,15,8,15
247,79,72,26,40,14,5
167,249,76,32,74,12,19
52,59,10,10,18,8,8
172,191,96,12,14,10,2
13,212,66,8,27,12,2
180,62,74,17,37,14,7
174,52,95,32,68,4,5
57,23,1,23,2,19,20
189,16,31,12,86,2,16
187,213,52,39,21,2,12
31,170,31,49,59,1,0
168,3,23,32,67,7,18
134,149,19,43,41,20,16
140,20,7,5,88,4,11
201,134,20,14,100,4,12
96,7,33,7,79,19,15
215,143,46,36,43,20,15
101,179,78,47,4,15,10
28,134,36,30,28,4,6
19,223,18,29,37,3,7
120,225,96,11,46,11,11
8,67,12,44,0,11,16
26,43,53,17,58,12,0
174,40,83,41,80,11,15
26,51,61,3,11,18,2
134,188,54,43,76,5,9
204,168,31,0,11,17,10
76,53,58,2,45,11,0
168,2,89,19,8,12,17
187,7,18,17,20,11,12
52,18,85,38,7,20,10
74,10,62,7,89,2,12
115,232,74,43,11,13,10
207,70,53,0,88,18,3
192,241,29,28,89,2,3
59,19,11,19,18,7,18
90,127,23,32,100,3,6
236,98,18,30,86,7,4
112,223,27,32,44,18,1
221,138,88,34,13,17,1
147,180,43,33,45,2,19
130,99,40,20,55,14,0
80,64,63,31,15,12,12
192,91,55,24,56,14,8
101,217,19,32,27,11,12
143,171,16,17,46,7,11
78,49,41,25,36,6,8
205,2,4,35,15,7,9
184,198,68,21,37,13,12
104,36,53,22,69,7,4
146,44,45,9,65,2,17
217,70,24,26,91,5,16
238,114,30,8,35,8,9
76,250,6,6,21,10,20
198,175,42,47,77,9,10
224,82,97,10,13,4,9
242,28,27,48,70,3,2
109,146,43,34,44,9,0
68,232,27,42,47,10,13
140,84,33,41,81,6,13
94,152,9,18,75,18,19
192,232,2,4,19,16,1
32,54,2,47,32,11,12
58,125,77,19,30,3,15
176,32,10,33,88,6,17
201,84,0,1,64,14,6
184,218,46,11,90,8,16
145,114,31,6,86,9,6
133,101,73,31,16,8,17
207,47,16,28,62,2,4
45,244,57,19,79,14,15
236,250,35,33,85,19,18
209,141,98,24,78,7,0
222,201,51,30,51,1,16
36,50,22,8,41,5,0
156,98,29,27,75,5,11
118,214,30,22,96,8,1
99,49,1,50,35,6,1
86,218,71,24,31,20,9
108,111,99,34,94,13,12
184,240,44,32,76,18,19
145,155,59,2,42,5,18
143,189,78,16,8,18,6
16,115,54,26,65,5,17
8,122,22,7,79,8,11
2,246,84,43,57,15,11
117,172,35,21,70,13,2
17,185,93,42,45,12,0
32,157,64,19,41,12,20
0,96,53,39,47,17,20
7,237,0,26,91,11,12
234,41,47,26,14,14,5
248,222,47,12,3,17,18
152,164,30,0,69,9,6
191,19,77,16,6,14,11
144,24,29,18,53,7,6
89,142,97,10,14,1,7
175,113,44,28,36,8,12
80,107,40,50,13,2,20
85,167,48,27,23,7,13
133,182,9,42,3,9,4
120,245,33,22,48,5,14
177,17,18,40,96,12,19
176,135,46,34,43,1,4
146,99,25,21,92,12,17
120,75,50,13,52,12,2
0,88,33,42,7,11,19
166,0,30,31,31,20,18
187,156,62,0,70,7,2
120,166,6,16,26,16,9
24,31,35,48,33,15,3
55,31,4,18,98,5,11
45,121,77,19,26,5,8
3,62,9,49,53,19,8
55,23,35,45,68,16,5
140,17,7,37,30,5,16
41,85,67,45,88,19,7
191,81,32,33,75,11,11
245,140,84,19,27,12,4
248,177,3,39,10,18,7
26,113,100,48,2,17,1
112,207,43,49,85,2,18
201,218,27,44,95,11,11
178,165,71,16,23,8,7
194,99,30,18,33,20,8
222,67,35,50,59,8,12
2,57,100,3,14,17,17
224,146,69,17,66,12,10
175,149,80,9,3,6,5
179,150,65,1,19,18,2
4,30,60,5,6,6,1
95,207,56,47,83,18,1
183,103,13,32,91,7,8
21,168,25,39,79,18,16
6,118,34,49,20,12,10
127,22,37,29,95,7,11
7,19,67,44,61,12,9
132,223,21,32,46,4,0
214,147,27,27,81,4,16
224,173,23,18,60,10,16
230,222,37,38,28,18,5
88,149,1,11,100,4,17
66,119,21,39,69,1,4
221,191,62,48,89,9,9
62,240,63,6,64,9,0
211,204,47,14,52,9,9
63,203,97,5,82,19,16
249,190,2,32,20,15,14
237,227,41,9,78,11,11
186,61,26,2,56,15,7
82,128,99,30,36,6,15
37,168,19,36,6,13,2
174,166,92,36,21,5,13
139,183,95,46,5,12,19
213,45,36,23,81,2,6
16,88,66,24,20,12,1
164,73,12,9,36,11,17
39,70,38,14,56,12,13
50,218,56,8,74,4,0
96,167,13,17,34,9,6
137,125,12,31,46,10,11
150,28,63,6,19,6,10
245,114,5,15,41,14,19
246,184,13,34,69,1,0
87,156,3,27,27,7,18
242,192,32,10,100,2,6
176,153,45,24,55,6,18
163,208,41,18,89,14,13
196,224,67,11,39,13,11
1,238,13,8,50,17,17
206,73,11,41,48,5,4
7,173,0,32,71,16,0
80,110,72,17,32,13,15
94,205,55,26,53,12,16
36,5,27,34,4,9,7
22,7,85,40,98,11,8
15,110,98,27,76,16,19
6,75,53,24,31,12,0
127,12,76,9,46,7,8
66,46,30,22,58,9,13
70,93,27,21,20,19,4
30,48,69,19,5,2,0
179,203,92,36,83,9,17
91,24,63,21,70,19,15
52,32,93,33,23,16,10
95,153,46,20,46,15,6
158,210,79,28,55,17,11
85,125,35,29,32,20,10
122,40,37,16,51,13,5
216,163,59,4,48,18,13
49,114,34,4,8,17,2
28,23,42,8,38,20,4
214,231,84,34,59,11,13
158,68,72,37,31,19,0
242,9,68,5,39,3,2
248,90,51,45,60,15,4
235,157,46,48,7,10,1
162,233,78,0,16,3,15
101,210,91,2,68,1,12
249,108,40,11,99,8,16
82,245,59,14,13,18,7
152,50,19,24,14,12,18
79,169,78,10,79,3,19
190,211,80,47,27,1,8
162,86,6,15,59,11,16
46,37,48,45,19,16,3
117,231,22,24,14,1,10
243,225,12,10,9,13,7
78,19,93,18,11,13,17
12,1,87,19,97,1,7
237,76,80,16,84,1,16
165,104,80,28,84,19,3
136,7,37,33,85,2,17
191,2,24,34,18,18,14
214,91,48,47,26,3,13
89,92,95,32,56,18,15
177,149,94,3,4,12,17
90,95,79,38,20,8,5
51,98,60,14,95,9,19
96,56,70,19,87,12,17
191,152,87,17,83,17,3
219,51,44,20,40,18,13
148,66,29,14,24,16,20
136,115,63,39,62,8,0
23,84,22,5,46,14,19
219,247,90,40,6,12,17
96,208,67,50,75,19,0
7,55,45,24,56,20,0
191,110,93,22,46,11,1
120,155,2,11,90,1,0
150,66,86,27,84,20,8
148,52,29,43,79,11,15
120,97,29,50,30,15,2
93,137,33,41,57,14,12
69,122,65,19,89,17,2
119,41,67,19,12,20,7
61,99,41,9,85,7,9
221,105,87,42,79,15,3
140,222,66,32,70,3,20
185,50,9,2,5,10,15
99,47,19,5,67,17,16
185,16,60,4,88,18,1
130,53,42,40,24,14,17
198,17,18,38,95,12,19
215,246,63,44,16,4,10
247,228,37,12,23,20,6
86,11,34,13,39,7,6
180,219,88,37,13,18,7
100,93,68,27,82,5,16
195,225,59,15,8,15,20
48,44,15,36,51,14,16
211,208,0,43,84,4,10
155,115,82,36,35,17,13
56,155,56,10,82,15,19
32,237,53,36,49,3,20
247,167,67,21,6,5,17
122,126,96,27,80,8,8
93,104,73,4,96,8,3
0,159,69,44,54,8,11
29,237,33,11,99,6,6
160,230,10,12,0,18,10
128,24,73,30,9,16,13
58,193,40,33,47,15,15
216,229,67,22,100,4,1
110,233,90,11,9,2,6
145,147,39,8,97,19,15
249,0,20,31,42,1,15
178,127,88,23,90,4,7
33,249,90,19,21,7,7
87,29,100,19,20,10,14
53,106,29,41,19,20,1
100,120,49,10,66,8,12
93,136,35,20,56,3,2
17,198,85,0,21,13,20
225,6,12,18,49,7,6
101,220,1,6,7,8,10
212,245,0,43,27,4,3
127,162,90,40,100,15,2
201,237,32,29,92,19,8
127,41,44,35,90,3,18
56,136,13,27,4,2,13
170,142,36,5,17,14,4
141,187,23,5,33,3,7
92,162,15,26,4,7,11
183,96,11,23,11,8,1
14,47,8,18,72,16,13
78,100,78,21,74,16,0
31,3,15,28,39,12,4
191,13,85,18,67,19,0
124,250,94,2,35,3,16
112,64,71,31,64,1,10
221,198,61,23,93,6,18
63,62,83,17,86,2,8
200,248,28,40,27,4,3
167,246,37,5,8,15,20
112,238,19,5,84,7,9
114,227,61,6,52,8,1
67,23,4,27,53,14,7
34,24,82,18,96,3,17
205,222,45,26,28,8,2
82,243,68,18,18,8,12
202,226,99,1,50,9,8
71,37,92,20,59,15,0
8,100,14,43,66,5,3
186,210,10,27,1,13,18
10,183,97,15,79,16,15
31,103,51,19,63,11,6
120,174,11,20,4,16,12
174,231,80,34,60,15,19
184,11,89,7,78,12,12
159,147,11,4,34,5,6
194,106,13,46,18,6,4
39,211,82,43,48,13,16
11,198,42,38,48,1,6
240,186,18,16,7,11,19
222,160,8,34,11,1,17
32,107,27,6,28,2,5
90,34,72,18,43,11,1
219,192,1,30,39,5,2
36,180,18,29,99,2,16
26,51,30,11,18,1,7
142,195,67,10,13,15,9
247,77,6,21,76,20,14
111,196,72,14,81,7,20
46,236,4,18,31,18,0
208,217,45,35,40,6,3
155,119,85,7,15,18,6
117,225,41,18,98,16,0
61,62,58,0,38,17,11
63,1,35,23,92,18,1
145,139,22,45,96,15,7
190,113,58,48,71,17,16
129,120,33,6,58,19,15
221,41,79,14,2,11,8
109,229,60,4,10,20,13
137,176,10,31,13,7,20
18,159,10,11,24,5,10
104,127,85,47,48,7,12
182,136,70,26,68,18,7
28,84,26,2,81,11,12
44,200,30,16,80,1,4
189,79,89,25,13,6,5
96,66,13,41,54,11,1
168,130,90,44,66,7,1
134,181,50,11,8,10,16
108,77,45,9,43,9,4
96,160,57,21,11,4,15
215,228,24,48,88,14,7
158,45,39,48,27,20,8
203,174,43,35,61,10,2
157,238,55,47,26,13,13
215,156,27,44,40,20,15
25,0,73,25,97,9,13
250,89,30,33,88,14,13
187,71,9,43,53,4,19
99,144,20,8,99,1,19
83,29,81,27,32,7,13
125,208,12,11,75,2,18
136,176,56,0,95,16,6
136,203,62,40,88,3,13
79,27,22,11,56,6,19
53,119,82,35,21,19,1
165,188,55,41,45,11,14
166,68,66,49,99,19,16
106,53,55,30,82,14,4
87,207,84,20,57,9,6
2,105,46,12,6,20,19
218,90,40,26,71,16,13
92,222,48,18,78,19,14
175,123,27,11,63,11,0
20,185,92,45,95,6,4
110,199,60,8,100,13,8
25,126,37,33,50,20,6
176,217,82,42,51,2,20
160,219,35,24,16,10,7
96,117,89,16,25,15,8
176,9,37,22,95,18,20
250,228,87,10,64,16,10
67,125,59,12,9,8,15
97,32,69,5,33,5,4
232,31,68,34,84,2,18
65,214,82,40,94,2,6
181,232,58,19,37,14,3
34,173,35,6,84,4,8
100,234,12,28,99,20,9
213,203,10,42,73,4,13
239,60,83,34,48,10,18
250,180,38,13,41,8,2
239,113,99,0,15,8,6
45,217,64,47,34,2,19
83,182,65,34,9,3,14
15,53,66,41,85,18,15
247,209,55,49,96,12,17
10,141,42,22,62,16,1
133,104,70,33,0,11,11
88,180,70,44,95,20,16
238,89,97,40,92,15,5
162,73,88,49,26,1,1
158,195,48,15,52,19,12
111,204,86,19,66,5,16
28,195,4,15,18,13,18
106,38,66,14,11,5,15
24,212,42,46,55,16,18
27,135,33,34,2,2,1
13,64,71,0,25,14,3
226,22,8,32,83,1,5
155,103,3,1,63,13,10
156,2,90,24,21,3,16
237,205,74,42,99,14,19
247,124,72,39,99,2,0
207,82,15,9,83,1,18
249,36,37,44,15,8,0
89,116,31,42,59,2,8
176,179,48,43,94,13,3
105,155,44,24,27,20,10
171,156,46,50,56,9,2
151,15,42,36,11,17,8
127,49,72,4,0,14,0
180,4,28,18,94,7,8
83,209,16,16,42,2,3
228,35,28,28,92,20,15
232,94,49,11,62,1,6
83,203,4,39,67,5,12
177,130,12,25,32,2,0
238,203,60,47,88,10,16
33,77,27,48,24,20,9
182,231,89,3,9,20,1
24,183,91,16,84,18,4
155,181,66,27,76,10,12
196,207,14,41,23,18,7
187,47,50,19,98,4,8
41,225,51,18,83,14,8
137,72,66,5,66,4,7
193,37,10,16,29,16,15
80,155,99,12,34,1,8
123,140,84,29,51,18,6
139,202,22,21,68,9,8
183,218,14,33,42,10,7
81,8,2,33,89,5,2
192,59,99,33,84,16,9
175,63,94,20,15,20,7
225,84,54,35,95,18,4
90,19,99,43,8,2,0
249,105,14,44,74,6,1
80,88,57,11,37,14,20
154,41,95,49,16,16,4
86,217,100,5,44,8,18
146,176,10,47,29,9,8
242,66,97,36,7,2,0
206,112,18,4,43,6,14
99,118,16,37,19,18,17
151,140,55,25,12,9,7
189,28,96,23,91,1,20
229,117,93,15,48,13,18
205,233,86,41,30,9,3
162,2,51,4,95,10,2
14,128,91,44,66,19,0
71,205,12,32,1,14,9
205,28,68,35,72,2,9
125,174,93,27,26,7,15
203,206,64,39,83,6,5
213,111,31,20,32,6,18
67,240,13,6,74,4,9
166,249,22,40,39,6,9
94,24,56,11,79,20,10
224,109,3,23,33,15,12
133,70,12,26,9,17,1
194,130,74,49,99,2,5
121,205,66,29,42,3,16
76,152,86,49,57,11,13
47,201,36,40,91,10,5
113,23,22,33,94,5,6
44,122,8,50,68,4,7
152,161,66,13,13,3,0
69,107,45,43,93,8,3
40,47,43,43,42,13,13
176,243,6,28,99,8,11
5,170,97,17,22,19,15
138,139,64,46,65,8,7
178,139,83,15,42,5,9
3,21,71,12,18,4,19
122,230,49,8,81,20,15
125,171,55,25,92,19,13
118,9,58,38,12,2,12
149,101,5,13,40,4,12
120,243,26,13,94,15,10
119,228,2,45,37,6,12
186,244,27,8,96,8,18
139,121,71,50,87,2,20
129,123,47,31,9,3,0
23,75,15,38,0,12,11
103,26,17,42,35,12,7
240,213,74,35,32,7,5
6,190,60,34,54,6,4
145,116,47,17,96,2,12
131,203,34,36,95,5,5
55,113,12,40,49,15,1
64,45,97,10,16,19,0
133,153,16,19,45,11,19
75,68,6,8,16,14,14
46,250,91,47,65,9,18
1,226,24,25,31,19,3
120,33,77,3,89,2,16
136,156,97,1,19,10,18
131,7,13,9,8,6,20
145,122,62,37,51,15,0
236,237,14,34,71,16,1
168,98,82,47,54,12,0
113,40,10,25,80,11,13
147,52,37,48,76,17,11
6,104,50,16,6,3,18
215,70,63,9,17,14,12
116,243,68,1,7,6,3
51,249,97,45,62,6,7
162,143,77,18,80,8,13
144,2,23,42,81,7,5
181,155,7,35,52,13,14
248,92,6,45,84,6,13
98,134,29,46,3,12,14
47,109,65,5,1,18,19
0,107,47,34,11,10,18
8,196,9,33,91,17,2
3,126,98,9,35,20,16
239,168,78,24,95,10,20
120,222,24,32,38,19,16
148,211,53,29,61,14,15
124,230,26,33,86,6,16
148,190,57,35,54,1,16
94,84,97,4,77,15,0
230,5,80,36,20,15,18
193,5,62,40,53,17,12
56,168,79,36,36,16,10
0,9,42,30,30,9,13
6,214,53,25,71,9,14
154,229,39,28,96,16,6
128,229,49,41,36,4,7
193,41,59,6,16,7,7
177,0,42,33,57,1,7
57,87,58,36,91,3,11
27,33,82,23,85,19,15
196,204,39,31,64,10,11
195,236,54,23,98,10,7
96,232,43,45,63,14,9
57,12,72,19,38,13,2
233,231,13,40,25,16,4
102,183,13,6,48,19,18
104,48,60,3,96,11,14
207,4,98,5,11,8,11
176,163,80,11,51,19,19
181,184,21,27,17,6,12
78,237,90,27,58,2,19
113,176,17,42,65,9,4
240,154,30,33,33,13,15
53,203,78,25,50,15,11
175,134,74,24,75,9,0
178,63,29,19,28,16,7
106,239,46,33,14,8,9
13,113,85,9,78,13,10
127,35,46,24,28,7,0
160,141,36,28,21,12,16
52,96,63,20,36,5,18
83,147,100,5,56,9,17
190,140,45,43,71,5,8
103,38,74,7,98,1,0
215,105,41,9,81,9,5
55,66,4,9,60,7,8
98,239,60,1,76,7,0
176,220,84,11,44,6,17
159,10,53,39,100,10,18
232,37,15,48,13,4,19
63,148,50,30,76,2,11
168,215,11,11,19,20,19
234,194,89,35,85,20,13
196,249,73,1,50,5,0
97,153,34,39,6,6,6
169,202,84,0,14,9,9
228,182,53,16,100,2,12
60,224,100,31,30,3,4
151,85,28,6,19,15,13
193,13,98,2,18,12,11
68,117,20,36,65,6,14
238,213,31,6,42,18,10
133,227,77,12,10,13,19
141,132,37,22,88,6,20
12,33,1,42,57,17,20
122,153,3,28,66,14,18
45,26,15,19,59,6,7
66,243,91,38,31,13,9
29,150,34,34,77,19,11
59,235,50,25,36,6,7
159,82,12,13,12,5,12
96,137,86,34,49,2,5
155,63,14,49,37,20,3
132,118,40,40,19,11,16
233,137,25,17,36,9,20
209,190,23,14,77,18,10
43,16,7,45,34,15,17
35,124,99,9,14,7,2
176,164,79,18,58,7,11
169,113,34,22,24,6,5
6,87,79,43,85,18,14
115,33,85,41,25,10,20
9,20,40,10,88,6,8
210,106,74,48,74,14,17
30,7,22,47,89,14,0
236,227,57,20,7,8,18
232,11,73,7,47,15,18
90,128,95,23,87,8,5
108,110,52,6,19,1,20
31,108,24,0,62,15,16
67,181,7,27,92,9,7
60,14,79,31,94,19,9
135,240,66,41,23,17,16
24,141,50,33,67,5,15
89,187,80,16,96,15,4
61,219,91,22,56,17,15
74,146,84,29,4,14,6
162,190,66,2,74,16,2
223,139,51,1,19,12,19
88,209,79,3,29,9,14
240,170,32,41,83,20,10
246,94,59,12,19,6,17
177,8,50,1,61,1,0
154,13,47,5,45,5,7
60,28,28,21,30,9,18
28,234,57,0,20,12,0
178,36,73,31,54,6,3
37,62,13,44,75,5,20
199,240,93,24,97,4,15
92,214,62,40,80,7,0
122,204,81,0,14,3,0
233,94,53,30,38,20,14
68,25,5,33,11,8,2
132,172,29,30,81,15,6
201,80,26,37,98,9,4
136,115,84,8,89,9,19
232,10,20,26,10,3,7
1,55,23,37,99,10,15
197,147,11,15,73,5,5
234,250,88,31,15,10,14
99,185,57,45,91,6,11
26,108,6,43,60,4,11
6,237,2,36,73,15,20
70,133,63,14,42,17,15
230,219,52,48,16,2,18
36,95,23,2,82,17,11
115,105,29,1,19,15,17
231,126,78,20,68,12,17
34,57,36,40,13,4,4
6,162,52,20,97,15,18
22,85,44,36,57,14,13
3,70,60,38,96,13,15
126,95,89,17,96,4,10
87,75,37,29,34,14,2
119,112,6,44,18,16,18
242,109,76,30,92,16,7
77,241,68,34,83,14,11
47,190,73,15,23,1,5
150,232,84,47,82,1,3
210,72,39,47,34,1,20
161,226,98,4,25,5,14
97,142,38,21,76,3,6
170,50,26,46,57,14,4
127,38,44,39,30,14,8
189,234,58,36,29,4,16
12,126,65,44,30,14,0
66,19,40,27,83,7,18
34,111,66,12,48,1,18
201,53,96,40,60,10,13
45,122,88,5,10,15,6
218,55,51,9,89,10,1
102,97,46,36,24,5,1
170,140,96,17,38,4,9
83,220,76,5,43,7,2
96,146,81,20,9,7,14
18,70,69,13,32,16,20
196,195,24,40,52,16,18
143,142,19,26,40,10,17
137,202,16,18,83,10,12
103,107,25,48,30,12,6
237,243,15,10,77,15,5
169,170,52,16,61,8,3
30,104,22,11,41,2,4
180,190,94,20,64,8,17
172,207,0,36,3,15,17
95,145,71,24,37,13,19
217,113,24,36,13,5,13
206,210,83,34,12,5,12
118,46,66,28,97,11,15
14,209,47,25,57,16,0
98,229,87,11,11,14,9
184,119,90,10,20,10,3
231,80,9,26,35,1,5
207,101,81,29,5,18,18
237,99,19,17,29,3,14
22,196,21,31,6,19,8
71,170,39,12,23,8,11
6,78,49,50,16,18,18
150,230,68,44,86,1,16
91,18,54,50,71,12,8
3,49,44,35,77,10,3
176,239,41,3,20,7,15
86,85,44,18,95,9,7
153,136,19,6,31,20,3
233,227,56,6,84,18,15
96,213,88,0,18,19,15
149,200,86,46,14,15,9
36,90,82,41,40,18,4
34,23,57,25,5,19,1
235,225,14,19,77,10,1
248,115,39,27,32,9,18
81,112,100,4,13,7,13
53,22,79,25,43,16,4
21,79,25,2,11,2,2
208,91,29,37,91,7,9
5,55,37,13,73,10,3
128,241,16,9,74,7,13
24,104,78,36,13,9,11
84,41,93,14,63,15,2
9,247,58,1,18,9,7
53,135,17,2,15,2,9
176,72,86,23,92,17,0
192,70,96,17,26,17,16
154,156,50,12,72,18,20
142,246,41,28,55,15,8
107,21,52,8,18,19,2
149,200,58,49,41,9,3
42,219,13,34,15,2,6
201,81,93,12,89,11,0
224,92,69,5,25,5,8
157,157,8,31,68,9,15
151,27,58,42,79,13,3
118,127,12,3,48,16,2
213,182,89,22,88,12,13
18,247,4,41,45,17,1
247,124,72,35,30,3,16
36,116,33,37,80,6,17
188,126,56,29,31,19,2
170,139,17,15,4,16,15
34,184,33,14,34,11,14
22,43,72,48,65,7,4
42,58,78,31,46,8,10
246,80,93,24,68,10,8
73,22,59,48,45,14,10
210,159,65,8,22,4,10
209,190,82,19,51,1,14
190,220,77,21,23,8,8
135,168,49,6,25,16,2
5,139,93,16,80,9,1
130,235,12,10,45,10,7
229,222,66,10,87,18,0
19,229,55,38,99,5,2
100,145,93,36,50,5,15
205,127,87,34,80,1,19
45,15,62,50,31,10,2
88,78,73,17,56,6,4
82,83,16,28,58,16,13
248,128,79,39,23,20,6
35,169,32,29,13,1,14
27,186,46,49,30,14,15
20,65,6,35,67,4,7
17,145,88,19,58,13,12
58,183,100,8,29,11,5
204,127,87,10,82,5,7
35,238,99,16,66,9,6
2,246,90,37,65,3,2
68,99,88,38,43,14,3
26,238,14,20,80,15,11
163,160,3,11,55,11,10
103,226,96,20,29,10,1
82,103,83,18,85,9,12
