initial_number_sheep,initial_number_wolves,grass_regrowth_time,sheep_gain_from_food,wolf_gain_from_food,sheep_reproduce,wolf_reproduce
176,46,11,41,65,17,13
13,15,79,37,4,17,11
11,47,7,25,39,5,12
82,35,92,39,17,12,17
36,109,60,35,97,4,2
79,44,72,9,14,2,11
219,144,82,15,27,17,2
58,3,84,7,67,6,9
185,83,44,43,0,16,4
159,189,76,20,52,8,5
106,222,2,23,93,10,20
90,73,28,36,34,12,9
59,35,12,41,22,20,12
217,31,33,12,95,4,7
201,51,58,30,46,15,11
7,170,13,24,38,11,19
171,233,45,37,26,14,11
115,169,43,26,61,15,2
55,208,83,16,55,18,8
44,17,4,2,89,16,9
100,213,49,42,17,8,17
216,193,75,49,20,8,8
71,159,10,21,40,20,0
96,35,77,4,69,2,16
99,248,47,23,8,10,8
225,74,71,32,30,6,4
150,223,82,15,75,2,9
45,86,41,24,6,10,0
167,82,35,20,100,11,19
175,215,75,18,51,19,8
242,191,48,43,0,3,2
47,228,94,9,96,8,4
27,26,4,23,41,4,5
102,21,50,38,29,6,6
145,202,18,42,64,2,2
138,21,54,32,91,10,12
58,221,28,30,18,8,20
46,152,64,29,69,1,7
179,121,45,35,39,14,17
54,118,6,33,2,5,14
189,183,24,7,33,10,4
234,46,73,42,94,13,9
148,161,28,23,4,20,16
234,9,73,17,43,15,11
123,168,25,25,22,7,4
249,151,39,38,35,8,19
196,224,13,28,31,4,1
124,91,2,7,68,2,15
67,160,84,17,47,15,16
44,128,81,29,1,10,8
114,157,68,35,51,14,2
40,150,28,17,61,7,20
182,236,99,37,16,2,1
132,71,77,33,48,4,20
243,33,33,2,53,16,14
51,158,82,22,52,7,4
183,61,51,15,23,1,16
250,15,96,8,67,11,5
101,208,25,11,55,11,10
135,157,22,17,26,19,3
84,212,50,44,16,14,2
94,69,98,29,62,19,12
48,55,66,20,63,19,2
158,107,75,6,4,18,1
248,1,56,22,31,16,9
213,59,9,5,45,1,3
202,13,1,4,7,7,5
171,229,44,20,87,18,0
21,37,52,47,33,8,2
135,188,21,32,43,3,10
41,64,86,26,26,17,2
54,168,3,14,23,18,17
136,61,20,12,5,3,5
37,242,52,42,51,15,8
42,49,15,47,89,10,9
73,213,25,42,13,18,6
96,244,33,48,9,1,19
22,115,58,25,88,20,11
43,64,21,23,5,11,11
175,36,65,2,33,17,6
200,50,66,28,15,4,17
94,188,31,10,91,9,16
203,48,51,27,100,8,11
60,2,68,15,51,2,2
116,142,77,3,72,19,9
207,53,67,23,21,13,13
35,220,26,46,33,1,15
47,238,14,5,78,9,12
34,111,27,22,51,7,4
151,210,71,15,20,8,12
147,236,37,12,71,17,5
223,241,74,25,34,15,12
37,95,4,5,3,4,15
171,108,6,39,92,19,17
172,209,55,47,85,20,20
213,22,94,39,72,18,14
227,130,100,50,96,16,9
142,91,86,17,8,5,7
187,40,34,13,2,15,10
129,66,39,12,6,1,8
43,146,9,24,90,1,10
54,170,82,1,27,12,1
133,142,92,4,45,2,8
131,37,39,37,94,18,14
41,175,65,26,57,20,7
113,152,73,39,36,11,20
126,234,45,41,46,13,2
153,149,8,46,3,3,13
27,25,80,7,32,8,12
169,113,40,40,39,11,6
21,29,7,14,59,12,0
175,130,33,1,99,9,17
188,189,55,42,68,17,0
68,207,31,23,65,3,11
233,219,36,34,42,12,7
93,66,11,36,78,6,19
62,117,56,30,10,15,12
40,113,64,6,15,6,4
160,220,99,34,67,3,17
86,16,74,45,38,7,18
144,78,13,10,71,20,11
84,59,14,8,99,8,15
120,194,38,48,33,12,20
19,89,36,2,11,3,6
91,210,7,49,38,4,17
30,84,12,21,13,9,12
226,89,43,25,50,11,16
148,214,33,10,54,2,0
95,42,66,15,44,5,2
74,127,10,48,83,1,5
109,68,38,5,50,19,6
98,142,15,38,40,18,16
199,44,83,28,57,14,8
77,181,91,43,63,10,11
38,183,51,28,6,17,7
96,15,93,5,55,5,13
96,212,34,46,25,20,3
205,213,62,26,97,14,20
213,249,82,6,83,18,18
50,173,68,28,47,17,14
160,247,87,3,20,5,7
118,217,16,10,49,8,7
232,56,44,43,17,17,3
46,187,44,15,90,16,10
166,123,14,31,1,10,0
69,224,54,31,94,20,17
73,97,47,3,27,12,15
176,6,34,39,64,2,0
146,156,99,4,42,8,14
18,114,56,47,69,9,7
56,88,91,12,76,12,11
28,64,96,3,92,14,3
22,246,86,44,95,12,12
83,114,88,20,55,8,17
140,187,47,28,51,7,19
142,249,87,25,58,3,9
71,220,15,43,22,5,18
190,234,58,9,53,2,8
218,42,82,35,18,12,18
75,188,100,33,54,3,17
46,102,10,40,91,9,9
103,238,82,23,39,13,6
203,114,16,28,86,20,1
240,16,85,8,34,12,1
1,242,47,47,42,15,11
104,5,6,9,60,18,7
95,72,48,6,100,1,9
149,116,11,44,25,10,20
222,101,9,14,99,1,4
29,201,97,21,74,9,12
165,26,93,48,92,8,9
48,77,0,47,73,1,9
1,138,93,3,69,13,3
182,166,8,30,80,19,17
3,180,81,48,20,10,3
95,212,48,10,13,7,12
207,105,71,16,30,1,5
12,95,30,39,62,2,11
113,113,87,33,54,16,6
2,177,94,22,94,11,3
243,25,76,9,47,17,5
188,49,29,3,59,3,9
49,72,16,7,31,8,20
160,7,48,30,100,17,5
210,36,35,17,25,4,20
202,162,76,16,34,16,13
164,86,5,16,83,2,1
4,215,73,9,28,8,16
1,136,59,50,45,9,17
149,57,30,40,88,16,9
104,7,88,20,9,20,9
96,117,84,36,7,3,12
71,178,5,45,8,10,3
134,102,6,33,69,3,1
201,216,39,2,20,16,1
96,126,63,1,24,19,17
18,38,4,38,27,15,0
136,199,79,35,1,2,19
104,157,33,37,47,6,8
129,195,10,2,100,7,20
215,117,8,20,85,15,5
59,116,84,8,89,5,4
121,246,42,16,46,14,20
12,226,7,12,29,15,6
232,55,75,28,100,1,0
162,117,49,43,52,10,18
134,206,61,11,23,9,19
201,56,5,32,28,1,5
146,90,12,24,63,15,3
226,113,24,49,12,11,0
181,186,53,37,0,10,14
230,84,65,12,7,11,10
87,65,49,38,77,3,4
48,184,70,11,25,15,8
224,128,34,24,89,7,1
237,21,27,20,81,6,16
165,12,67,39,47,1,20
109,228,58,26,33,20,9
242,100,53,42,3,7,4
138,182,35,27,39,12,16
54,160,60,28,42,15,9
15,181,73,0,82,17,3
194,42,32,30,68,6,18
105,172,10,40,17,17,9
199,160,2,1,50,16,3
218,153,84,0,21,11,0
103,232,96,24,61,16,1
142,62,30,20,40,9,20
147,246,62,10,6,4,7
200,225,46,35,45,2,15
159,61,0,26,29,1,7
170,195,79,20,38,5,4
25,70,18,9,31,17,17
113,177,97,30,37,10,12
0,92,98,13,89,16,0
62,183,94,28,22,20,16
122,143,68,21,75,3,20
90,233,73,22,71,1,15
96,50,34,20,91,17,13
58,12,15,33,12,19,3
173,12,90,43,76,13,10
50,6,91,18,93,16,9
178,127,71,41,40,17,14
107,17,35,23,54,7,9
77,52,99,2,48,7,20
45,233,30,8,52,2,11
32,40,48,21,26,3,5
173,137,96,4,77,2,14
80,31,32,11,81,19,8
244,118,82,5,6,8,4
57,118,38,38,22,15,6
104,36,2,13,18,5,5
183,176,39,11,17,17,18
125,16,30,24,34,13,8
238,192,53,47,20,19,8
126,119,96,4,11,14,7
182,211,100,4,51,5,20
124,237,70,12,28,19,5
197,167,80,15,82,15,3
135,49,61,24,47,20,19
41,199,65,32,16,16,14
34,179,70,20,45,19,11
239,248,71,41,68,8,10
178,167,68,41,94,8,13
85,238,72,1,28,12,14
147,24,45,30,77,20,14
192,198,69,23,0,8,20
43,159,42,50,40,10,19
64,186,41,39,35,13,16
23,138,91,1,27,9,19
140,123,51,45,68,4,8
39,90,88,41,82,10,6
3,234,42,17,82,7,7
177,125,48,47,93,6,10
142,154,84,28,25,7,20
168,81,73,41,68,20,12
36,210,88,24,62,16,4
43,152,80,42,45,13,13
151,5,47,37,25,20,17
133,214,31,9,30,18,4
22,241,53,12,51,5,2
33,88,43,50,8,20,7
104,110,78,1,43,9,11
129,160,71,24,80,18,11
99,193,36,20,79,4,7
182,148,70,40,21,3,7
234,77,12,24,16,6,3
149,116,77,13,14,5,11
224,180,83,31,72,18,5
74,244,8,9,95,20,15
217,19,37,12,78,7,16
22,36,38,31,48,16,15
153,214,4,49,62,18,14
121,104,56,39,31,1,4
225,162,90,28,34,19,1
188,40,31,28,68,16,15
51,128,7,34,0,13,4
196,157,3,50,26,3,7
51,153,24,20,1,11,8
115,30,71,25,1,3,16
227,30,47,46,36,10,3
28,96,32,34,66,2,10
46,182,8,18,78,4,17
0,229,96,31,75,8,3
8,169,10,41,15,7,14
63,215,32,26,67,8,20
128,193,74,16,92,8,3
181,162,45,32,86,17,13
13,185,69,33,66,9,17
47,47,1,18,34,1,14
202,211,40,37,37,1,12
34,77,100,15,30,18,9
58,78,69,8,32,10,15
186,140,19,27,99,20,14
231,149,26,15,2,13,12
123,105,32,5,49,7,4
2,243,14,25,88,16,17
9,205,13,39,93,14,17
69,8,63,31,100,19,16
26,71,27,35,83,11,17
221,151,14,44,70,7,19
247,178,26,26,65,12,4
215,137,52,45,4,3,7
65,89,77,0,84,1,3
15,0,17,19,78,14,18
25,151,79,36,46,19,2
164,70,37,30,70,20,7
148,44,94,24,76,14,17
161,28,71,40,1,15,4
231,105,99,26,32,12,19
2,123,98,15,31,8,20
19,26,23,25,11,7,17
32,220,98,20,80,1,9
64,97,62,17,33,17,20
180,111,18,9,18,18,2
172,235,61,27,30,4,10
229,133,78,31,30,4,13
237,122,52,12,70,18,9
198,86,53,1,92,19,16
92,210,28,47,82,14,3
79,180,98,6,88,6,12
227,26,53,35,26,1,6
201,125,76,8,46,5,12
42,184,57,44,45,19,0
234,164,52,24,61,12,14
73,66,9,20,88,12,13
72,72,50,26,62,17,4
47,248,75,25,88,13,16
81,216,21,33,87,5,16
231,5,53,7,84,5,6
223,183,57,41,97,12,8
123,75,22,43,26,13,5
105,135,61,47,81,6,11
92,210,62,5,98,4,12
147,83,35,20,69,9,20
125,27,49,44,12,5,5
172,53,22,30,16,13,8
126,67,57,29,95,6,15
217,23,26,8,49,1,8
12,218,37,2,22,20,19
240,166,95,8,94,5,18
45,145,14,29,23,20,11
171,135,73,4,78,1,5
162,232,35,7,96,19,6
235,37,48,19,60,3,17
207,13,17,23,63,16,10
245,35,22,33,90,16,12
61,72,16,0,72,12,13
104,165,65,2,9,10,18
105,187,42,42,76,4,16
97,113,50,46,78,3,12
210,202,59,50,96,15,16
173,11,45,6,36,6,18
195,245,22,43,48,1,0
230,24,62,44,85,8,15
19,159,14,23,91,10,1
212,22,64,41,1,7,20
16,173,42,36,56,3,10
153,111,52,27,96,11,20
32,7,39,30,59,5,3
194,102,36,49,56,20,8
71,18,70,10,23,11,1
73,80,82,18,35,2,2
183,102,35,46,40,7,7
52,195,40,38,19,13,16
84,32,62,1,43,10,18
97,194,26,8,62,15,14
85,121,23,50,16,6,0
173,35,94,29,65,7,12
179,53,9,47,71,9,12
218,202,60,16,87,7,16
169,46,36,37,75,16,13
137,210,14,37,31,4,15
28,193,19,14,28,16,14
65,227,20,39,94,11,15
107,211,9,36,46,15,7
203,170,43,42,79,17,18
215,23,65,40,1,14,18
82,78,7,26,24,5,3
197,57,81,48,81,12,12
188,21,44,12,30,12,8
208,84,3,8,90,5,10
40,186,86,18,59,20,20
104,201,93,4,78,17,1
187,177,42,2,56,7,16
244,86,29,22,28,2,4
180,142,40,40,48,13,10
57,127,47,33,51,13,5
83,72,55,6,97,11,17
55,144,26,5,78,4,8
188,24,0,8,80,10,18
94,117,75,5,18,6,1
120,215,82,15,6,19,13
47,104,76,14,81,7,12
208,143,94,18,6,18,0
14,179,74,35,96,18,19
54,246,21,32,59,9,12
245,46,24,5,28,1,2
86,24,49,31,51,12,12
4,97,7,44,72,8,9
19,92,33,46,42,12,15
205,180,81,32,57,10,5
109,82,44,19,47,4,18
26,199,10,45,51,6,4
11,217,41,34,73,16,11
39,79,98,25,82,7,0
29,73,38,13,39,7,1
119,0,14,47,25,11,8
0,10,100,25,92,4,6
245,182,82,1,3,10,16
207,19,23,38,25,12,12
49,140,19,43,74,10,18
65,129,91,49,59,15,16
191,196,19,38,31,20,5
140,70,57,33,40,10,2
197,50,39,20,36,5,9
240,65,86,20,14,13,11
10,158,5,5,3,11,0
229,80,45,18,15,4,0
185,105,28,17,47,8,14
67,193,38,36,72,1,19
239,174,12,18,73,2,14
33,221,84,29,19,2,16
131,234,35,9,11,17,7
229,79,65,12,80,8,3
175,177,27,44,34,1,4
222,136,60,31,49,6,2
11,118,35,23,47,19,1
234,175,22,12,78,11,6
9,145,28,3,54,16,0
11,163,19,44,29,13,8
250,82,58,43,70,15,12
72,9,3,23,54,3,13
31,7,34,42,31,9,1
212,70,80,41,32,13,15
8,242,18,31,44,9,13
2,241,3,20,0,1,19
179,225,52,18,94,14,18
84,28,61,12,52,8,12
83,199,59,40,56,7,3
20,104,18,47,78,9,1
197,73,30,50,54,6,5
58,58,24,14,70,7,11
148,165,9,36,36,11,12
176,173,55,43,12,11,14
25,241,48,15,48,17,2
221,228,36,19,58,7,20
26,84,49,3,42,10,13
183,44,77,20,0,7,16
94,79,13,19,39,8,14
235,162,86,3,34,5,12
207,19,32,16,51,18,18
180,68,55,48,19,16,10
223,168,83,9,51,16,12
80,232,47,45,40,5,19
162,210,85,5,97,7,20
137,219,31,25,23,20,6
111,118,100,42,67,13,15
76,219,27,34,93,13,0
30,66,64,27,46,8,0
158,25,53,37,27,15,8
3,23,24,27,28,8,14
87,125,50,3,57,8,15
96,159,15,22,45,10,18
78,213,22,31,79,19,9
127,250,54,12,65,10,12
30,179,88,21,99,11,15
125,244,24,11,66,4,4
90,6,89,8,33,14,15
186,71,100,37,90,20,20
101,202,11,9,98,18,8
92,62,93,5,72,18,7
33,62,77,39,19,6,2
235,35,84,5,37,10,13
74,228,54,18,81,18,9
2,127,53,1,25,10,11
231,155,97,8,24,12,14
148,64,75,24,59,12,8
58,55,90,24,4,16,19
185,18,66,36,97,6,9
37,91,24,34,99,13,14
58,75,87,50,28,15,2
142,3,5,21,89,5,19
184,74,53,47,74,11,10
59,0,95,12,45,5,3
63,109,36,25,55,10,10
106,62,30,48,92,7,13
189,146,26,37,13,20,10
107,144,12,18,60,10,20
176,102,60,12,24,6,13
226,178,67,45,78,9,19
211,195,64,22,88,14,5
179,228,67,48,63,14,13
134,175,39,20,22,19,14
118,36,58,42,44,6,16
36,199,41,29,74,13,12
93,231,43,43,7,16,14
75,235,16,47,50,13,4
76,237,92,42,37,19,1
98,177,75,41,91,18,5
75,128,80,24,14,18,8
217,43,68,10,60,12,13
90,32,3,30,53,3,10
186,238,11,35,53,20,5
197,114,6,13,51,8,6
102,224,71,8,24,20,8
221,214,67,21,36,12,3
95,95,6,10,99,14,6
105,180,21,45,87,2,12
23,55,10,40,24,19,6
237,107,25,22,100,8,3
105,215,92,41,8,6,12
105,110,50,48,55,15,1
207,200,6,11,12,10,4
110,21,80,28,36,20,4
17,5,83,4,27,16,9
123,102,19,25,79,13,12
111,8,18,14,73,9,17
60,56,37,18,20,15,11
25,28,49,20,84,1,3
162,200,50,1,21,16,12
143,127,66,15,94,7,15
176,128,34,34,100,15,17
162,157,12,4,89,1,1
203,228,1,19,43,9,5
132,198,57,49,95,2,5
198,127,17,30,7,9,1
106,10,12,2,68,10,10
46,98,14,18,93,17,5
169,34,93,14,41,9,1
32,107,19,6,75,9,7
215,183,73,5,62,3,17
34,4,65,24,63,13,13
32,132,93,50,48,20,11
245,30,0,46,79,12,15
1,59,19,18,87,20,7
237,102,94,28,31,19,5
188,126,38,27,33,14,13
33,66,77,31,37,7,2
222,199,58,8,48,1,2
216,71,87,41,76,15,0
234,220,8,11,63,12,17
119,237,55,13,61,4,1
101,202,96,10,27,3,11
48,230,20,38,67,16,15
216,195,53,15,13,4,4
164,197,90,11,44,6,17
76,142,49,9,24,18,8
149,74,2,17,4,3,10
217,138,76,39,42,11,13
53,227,66,41,66,18,3
163,130,77,28,61,18,12
79,36,58,29,78,19,11
2,117,97,36,19,13,1
201,30,97,27,22,13,6
214,232,73,16,36,18,0
9,109,97,6,82,7,9
20,40,42,18,87,5,2
161,167,63,29,11,16,3
115,173,49,34,48,1,20
17,14,97,47,16,17,18
195,224,85,20,26,19,17
187,218,93,6,71,7,3
111,15,54,17,35,4,18
58,248,46,48,79,11,3
78,34,36,44,70,9,11
135,230,85,28,43,5,9
31,26,78,31,52,3,16
163,134,69,11,87,13,17
246,12,73,32,83,14,13
35,65,50,2,54,1,3
5,93,39,31,42,14,3
17,169,13,0,73,2,0
15,218,93,40,24,7,14
32,116,32,14,72,17,17
142,32,87,5,50,2,18
60,141,14,30,48,5,4
100,64,29,34,61,6,0
39,47,62,40,76,8,12
24,181,42,25,77,16,7
69,175,49,42,64,20,1
179,170,55,19,66,6,16
101,163,57,28,77,14,7
84,72,73,22,90,19,18
64,6,88,13,62,9,3
67,1,33,32,64,1,6
204,245,93,25,60,18,3
88,158,50,4,1,2,13
87,206,55,0,61,12,19
90,202,17,19,32,14,15
5,109,45,30,5,16,4
228,55,65,25,22,19,5
229,147,28,0,16,18,1
82,164,88,46,46,8,15
173,143,58,43,82,20,11
175,38,10,38,51,14,5
55,178,10,8,34,2,16
175,209,32,37,21,6,5
230,236,95,49,36,6,1
34,196,76,4,11,2,0
8,240,9,31,25,12,16
149,190,56,11,10,9,0
243,248,92,27,28,14,12
28,207,30,35,41,1,18
26,3,36,12,89,14,11
239,98,4,10,41,9,5
225,95,37,0,6,9,9
193,69,51,20,6,3,6
161,33,62,20,65,15,12
127,204,40,49,75,2,16
73,160,35,27,82,1,3
34,177,43,49,31,5,16
152,132,5,47,65,14,13
48,15,46,5,76,19,1
174,173,2,12,11,19,8
190,172,28,25,70,1,9
103,36,97,40,12,14,2
213,69,3,40,13,3,16
196,35,99,34,59,15,18
171,81,76,14,81,7,17
171,142,90,22,28,16,10
236,30,16,45,28,11,18
24,195,59,41,66,9,12
216,39,12,27,30,17,12
187,139,44,18,3,2,18
41,85,58,15,52,11,13
221,247,76,49,77,19,9
129,86,58,18,92,8,8
153,88,34,33,94,14,8
236,171,14,20,39,5,2
25,52,22,44,4,18,10
9,214,64,33,44,5,6
27,207,46,2,87,19,8
126,50,87,20,77,8,17
159,121,90,42,88,16,7
167,114,23,37,66,8,8
241,190,76,30,9,5,9
156,138,26,5,5,2,11
54,47,47,23,6,16,13
216,106,31,22,11,19,18
248,14,84,47,63,6,12
198,50,94,10,46,8,15
90,237,40,26,61,11,12
102,181,48,50,37,6,1
10,104,38,9,93,19,17
22,233,92,21,60,1,19
5,189,88,14,60,9,9
235,193,15,10,86,2,13
110,209,27,10,82,7,18
184,194,24,14,2,12,19
234,54,19,11,66,7,13
241,170,78,39,3,4,2
215,151,86,38,69,1,13
96,176,98,23,94,15,17
71,85,5,37,8,4,18
148,216,94,35,94,2,12
176,182,10,19,17,3,20
244,82,93,9,42,11,5
120,127,59,20,75,11,19
122,203,16,28,72,10,9
238,31,86,49,60,8,12
37,101,56,12,65,13,10
53,241,3,28,96,12,4
12,166,79,32,72,8,5
230,29,69,18,87,20,3
38,80,50,49,98,9,10
209,67,84,47,13,6,6
91,77,1,36,76,4,12
99,210,35,13,84,20,4
86,238,41,34,59,19,9
70,115,44,38,80,8,6
50,178,0,2,37,14,11
174,245,81,1,49,9,4
240,96,21,5,55,4,12
113,177,52,49,89,10,10
157,98,62,21,40,1,3
223,210,29,27,14,20,0
123,209,52,16,71,14,6
113,155,85,26,63,17,3
142,54,73,40,44,5,16
177,65,79,6,16,6,15
173,193,78,15,93,2,9
164,38,57,21,60,12,1
58,42,63,22,59,19,4
194,72,24,12,29,1,7
176,144,8,36,45,18,8
177,205,70,28,18,1,9
118,219,72,27,5,9,7
150,212,70,24,15,6,8
238,241,20,5,40,3,6
227,226,26,33,41,12,19
54,96,42,10,57,1,10
224,200,61,5,75,5,7
149,69,88,0,98,17,8
195,37,91,13,93,16,5
222,2,23,0,30,5,1
116,126,85,23,28,11,6
63,21,28,31,35,16,12
58,89,6,33,69,16,16
221,166,15,12,13,3,9
19,97,4,43,89,16,16
65,24,20,1,30,19,17
44,52,43,18,80,12,1
34,96,10,26,81,20,4
234,131,64,28,60,2,12
13,211,48,9,47,13,19
234,207,74,43,50,6,14
152,241,4,33,21,15,3
191,101,58,17,37,16,19
237,45,99,44,83,20,5
145,206,38,13,94,12,13
69,103,1,13,52,18,20
162,198,81,4,51,18,12
109,24,61,2,85,7,5
181,247,48,42,35,20,1
227,144,98,0,92,1,13
112,158,58,36,24,5,12
122,53,86,9,34,4,6
168,94,28,48,49,2,4
189,104,63,43,27,17,12
236,171,27,44,88,1,17
51,24,39,43,76,13,17
138,169,95,48,57,7,19
96,57,61,43,61,6,16
49,82,24,34,40,3,19
59,61,79,32,42,13,4
40,154,4,28,2,11,6
94,207,5,32,38,20,20
7,109,61,26,12,6,1
165,96,71,39,58,8,12
45,19,15,14,34,18,14
113,62,2,13,50,13,18
151,140,59,40,9,17,17
204,160,95,19,75,4,18
139,210,90,35,92,18,6
143,194,17,41,49,6,14
20,157,10,20,77,20,6
102,104,59,31,77,1,13
233,61,86,39,2,15,16
18,120,19,33,38,11,12
92,77,23,28,32,13,1
14,4,98,28,66,8,17
240,135,0,17,31,3,3
16,174,28,16,71,11,7
145,172,86,50,66,5,6
62,122,25,11,79,1,18
161,215,67,23,35,11,5
105,54,64,36,78,6,14
151,107,76,38,28,3,14
141,177,82,42,85,6,15
164,208,11,29,8,2,15
207,76,27,13,4,17,7
102,49,57,38,5,12,6
190,67,2,15,79,19,2
101,48,60,32,41,17,9
13,179,14,20,44,6,6
99,232,17,13,89,17,1
4,35,64,4,42,3,4
90,228,90,44,37,15,6
58,14,64,22,58,13,14
149,229,54,45,48,1,11
235,28,81,24,82,18,10
88,92,33,17,44,6,6
226,241,37,33,47,7,11
46,56,1,3,77,5,3
106,201,5,36,57,12,1
240,79,97,28,90,13,11
201,81,13,44,66,19,6
71,139,88,31,6,16,20
167,116,99,1,23,10,12
234,246,24,48,1,20,16
122,8,36,45,2,20,7
206,235,91,42,77,2,3
243,54,49,17,29,2,1
149,221,8,10,92,3,1
58,39,34,10,30,20,12
92,132,15,30,26,19,12
4,25,0,2,58,16,1
199,106,95,5,22,14,3
84,43,93,31,97,8,12
132,138,7,38,18,3,11
114,46,80,21,77,11,7
107,154,26,3,52,8,10
205,12,19,41,82,2,4
124,57,45,22,7,4,19
196,239,0,50,22,6,3
35,239,31,0,20,7,11
143,237,62,37,62,7,16
75,142,80,9,77,9,2
94,93,43,38,65,10,1
93,35,80,35,14,3,2
35,21,71,17,47,20,7
80,194,44,45,74,9,3
200,0,40,19,12,17,5
88,171,59,46,38,17,2
205,167,37,12,67,8,15
177,90,17,48,0,9,20
94,222,52,34,69,5,15
63,182,93,16,73,19,11
66,52,26,30,51,7,8
214,169,8,27,77,19,7
161,174,45,37,38,18,11
239,92,77,24,80,5,9
236,21,37,11,91,8,0
202,176,70,38,65,16,20
67,68,86,31,19,20,9
125,60,69,34,54,11,4
163,12,85,0,7,3,16
137,78,54,36,62,16,0
208,126,40,29,87,7,7
12,44,26,27,50,19,18
102,1,3,44,27,8,16
36,26,96,5,93,5,5
28,219,33,26,70,6,11
210,186,98,39,28,16,12
212,2,30,50,2,6,10
203,238,20,24,37,13,12
220,0,61,35,80,17,18
4,58,72,3,41,5,19
53,56,35,11,86,16,9
222,42,77,6,85,7,14
167,171,13,27,1,10,9
169,88,59,4,17,13,8
104,45,11,31,31,6,10
190,138,95,48,84,11,12
155,128,80,35,40,9,16
8,4,72,8,99,1,2
164,7,32,15,61,11,8
30,144,44,9,28,10,3
93,59,6,47,31,18,2
147,110,19,26,50,20,3
50,207,98,24,73,5,15
226,30,34,11,81,17,9
156,116,4,18,78,4,16
126,4,83,11,21,3,13
1,5,3,45,92,10,6
154,218,81,16,21,3,19
86,26,65,19,69,14,12
238,31,37,3,67,14,15
220,1,95,25,92,4,8
60,119,43,24,25,15,13
241,152,68,48,45,16,4
118,103,21,43,99,10,6
160,47,68,44,95,11,20
103,179,15,38,13,14,20
112,157,7,37,89,1,6
199,185,97,49,46,12,3
9,4,44,46,40,20,4
173,139,46,48,97,18,8
112,106,22,25,54,14,3
62,248,26,19,5,4,7
86,47,100,50,84,15,19
247,196,92,49,91,5,9
139,247,96,5,75,12,9
6,84,12,22,2,13,6
36,11,13,3,90,20,8
16,78,50,2,39,10,20
216,156,91,46,17,3,14
15,66,11,23,17,19,16
64,64,59,4,22,16,15
11,32,74,16,69,7,15
213,25,20,28,26,9,11
153,201,24,27,74,10,10
199,148,92,28,32,9,2
175,247,98,39,13,10,14
224,12,0,16,36,11,20
173,219,79,18,77,16,10
89,63,54,39,74,14,15
112,104,86,8,88,15,5
106,132,39,30,97,6,11
162,163,19,33,20,10,8
4,148,16,14,74,4,7
235,71,88,35,28,14,11
122,180,33,28,95,15,13
155,39,68,22,49,6,8
226,34,20,44,48,6,10
99,66,47,2,57,10,6
136,115,22,5,84,19,14
207,113,65,20,22,7,2
152,39,92,44,92,17,0
51,30,58,18,91,9,19
127,131,65,4,55,18,13
137,53,34,48,62,20,20
183,245,90,5,54,12,14
57,186,69,2,90,4,20
214,47,42,2,87,13,19
72,151,85,14,78,16,9
78,225,36,31,50,16,0
131,180,82,11,91,5,19
134,202,10,34,43,4,5
246,104,22,3,47,6,6
181,210,32,28,94,11,2
6,100,28,36,51,12,9
241,120,53,44,84,19,16
198,192,29,47,96,4,13
93,139,66,4,34,7,9
77,0,71,25,0,14,3
35,94,65,9,6,17,13
110,119,65,9,84,2,15
125,75,60,8,46,11,0
171,211,89,9,15,8,17
172,2,23,26,81,6,13
157,184,43,9,96,18,10
51,55,60,43,63,9,15
138,240,49,23,88,5,4
14,214,78,11,3,3,2
163,112,11,11,1,19,2
88,135,73,48,85,12,8
238,135,1,20,94,14,15
19,82,31,39,84,13,4
178,41,85,22,38,19,20
160,171,22,20,95,2,16
187,203,18,24,17,10,3
74,195,73,3,41,12,12
156,81,28,9,84,12,1
3,18,21,3,22,13,11
112,250,73,31,82,2,10
248,205,7,3,87,5,3
67,7,39,6,1,17,16
183,90,12,45,60,16,7
125,46,17,36,11,14,17
140,73,17,12,42,16,13
190,202,5,17,93,9,13
79,199,34,47,29,10,10
36,249,22,12,75,20,10
105,127,62,50,23,12,10
219,126,96,27,13,15,8
54,136,81,14,57,6,4
122,148,63,30,29,11,12
216,17,20,29,17,11,7
38,87,64,13,10,16,3
104,19,62,33,9,8,1
145,207,85,18,77,2,17
143,213,57,48,11,11,15
29,246,70,41,42,6,11
95,83,54,4,86,9,5
228,26,19,6,42,18,20
176,25,44,36,75,15,1
25,152,30,34,5,12,5
220,135,46,7,47,19,4
151,105,88,8,97,17,0
47,74,64,16,52,11,3
106,241,24,9,82,4,0
121,35,50,22,82,19,16
137,178,37,45,63,15,4
241,37,3,21,100,9,18
154,42,44,3,39,7,2
135,230,10,48,67,7,19
195,134,62,24,73,2,20
151,57,49,47,32,14,0
81,23,32,8,46,15,1
132,43,80,33,55,17,8
81,222,2,47,9,19,14
213,124,12,50,46,9,20
235,194,9,13,72,19,0
238,100,22,37,58,15,16
136,1,96,47,2,10,6
136,217,61,28,71,8,17
78,15,49,43,66,6,17
90,169,86,9,14,15,13
168,81,5,12,27,6,14
35,203,38,16,49,9,12
208,123,14,14,53,14,11
83,250,44,13,47,1,16
17,216,26,9,33,6,9
155,101,63,49,49,17,8
176,31,31,41,8,11,0
213,171,50,5,3,18,6
59,107,11,43,70,17,3
184,53,46,5,22,9,8
13,123,72,27,95,10,3
207,231,89,21,20,9,8
7,8,70,10,65,18,12
93,44,94,14,89,12,9
116,60,46,26,44,4,2
